ID,question,item,answer
305,BFS4,bf41,4
305,BFS4,bf42,5
305,BFS4,bf43,1
305,BFS4,bf44,3
305,BFS4,o1,2
306,BO1,bo1,yes
306,BO1,bo2,yes
306,BO1,bo3,no
306,BO1,bo4,no
306,BO1,bo5,no
306,BO1,bo6,
306,BO1,bo7,4
306,BO1,bo1,yes
306,BO1,bo2,yes
306,BO1,bo3,no
306,BO1,bo4,no
306,BO1,bo5,no
306,BO1,bo1,yes
306,BO1,bo2,yes
306,BO1,bo3,no
306,BO1,bo4,no
306,BO1,bo5,no
306,BO1,bo6,
306,BO1,bo7,3
306,BO1,bo8,
306,BO2,bo20,3
306,BO2,bo21,1
306,BO2,bo22,2
306,BO2,bo23,2
306,BO2,bo24,9
306,BO2,bo25,yes
306,BO2,bo26,no
306,BO2,bo27,yes
306,BFS1,bf1,1
306,BFS1,bf2,1
306,BFS1,bf3,5
306,BFS1,bf4,1
306,BFS1,bf5,5
306,BFS1,bf6,5
306,BFS1,bf7,5
306,BFS1,bf8,2
306,BFS1,bf9,5
306,BFS1,bf10,5
306,BFS1,bf11,5
306,BFS3,bf23,1
306,BFS3,bf24,5
306,BFS3,bf25,5
306,BFS3,bf26,4
306,BFS3,bf27,4
306,BFS3,bf28,5
306,BFS3,bf29,5
306,BFS3,bf30,5
306,BFS3,bf31,4
306,BFS3,bf32,5
306,BFS3,bf33,5
306,BFS2,bf12,1
306,BFS2,bf13,5
306,BFS2,bf14,4
306,BFS2,bf15,5
306,BFS2,bf16,5
306,BFS2,bf17,5
306,BFS2,bf18,2
306,BFS2,bf19,1
306,BFS2,bf20,5
306,BFS2,bf21,5
306,BFS2,bf22,2
306,BFS4,bf34,5
306,BFS4,bf35,5
306,BFS4,bf36,2
306,BFS4,bf37,1
306,BFS4,bf38,5
306,BFS4,bf39,1
306,BFS4,bf40,5
306,BFS4,bf41,4
306,BFS4,bf42,5
306,BFS4,bf43,1
306,BFS4,bf44,2
306,BFS4,o1,1
307,BO1,bo1,no
307,BO1,bo2,no
307,BO1,bo3,no
307,BO1,bo4,no
307,BO1,bo5,no
307,BO1,bo6,
307,BO1,bo7,3
307,BO1,bo8,
307,BO2,bo20,2
307,BO2,bo21,3
307,BO2,bo22,1
307,BO2,bo23,2
307,BO2,bo24,5
307,BO2,bo25,yes
307,BO2,bo26,yes
307,BO2,bo27,no
307,BFS1,bf1,5
307,BFS1,bf2,5
307,BFS1,bf3,5
307,BFS1,bf4,4
307,BFS1,bf5,5
307,BFS1,bf6,5
307,BFS1,bf7,5
307,BFS1,bf8,4
307,BFS1,bf9,4
307,BFS1,bf10,5
307,BFS1,bf11,5
307,BFS3,bf23,1
307,BFS3,bf24,4
307,BFS3,bf25,5
307,BFS3,bf26,3
307,BFS3,bf27,3
307,BFS3,bf28,5
307,BFS3,bf29,5
307,BFS3,bf30,2
307,BFS3,bf31,1
307,BFS3,bf32,5
307,BFS3,bf33,5
307,BFS2,bf12,1
307,BFS2,bf13,5
307,BFS2,bf14,4
307,BFS2,bf15,5
307,BFS2,bf16,4
307,BFS2,bf17,5
307,BFS2,bf18,1
307,BFS2,bf19,2
307,BFS2,bf20,4
307,BFS2,bf21,5
307,BFS2,bf22,5
307,BFS4,bf34,5
307,BFS4,bf35,2
307,BFS4,bf36,5
307,BFS4,bf37,1
307,BFS4,bf38,2
307,BFS4,bf39,3
307,BFS4,bf40,5
307,BFS4,bf41,2
307,BFS4,bf42,5
307,BFS4,bf43,4
307,BFS4,bf44,2
307,BFS4,o1,1
308,BO1,bo1,yes
308,BO1,bo2,yes
308,BO1,bo3,no
308,BO1,bo4,yes
308,BO1,bo5,no
308,BO1,bo6,
308,BO1,bo7,3
308,BO1,bo8,
308,BO2,bo20,2
308,BO2,bo21,3
308,BO2,bo22,1
308,BO2,bo23,2
308,BO2,bo24,10
308,BO2,bo25,yes
308,BO2,bo26,no
308,BO2,bo27,yes
308,BFS1,bf1,1
308,BFS1,bf2,1
308,BFS1,bf3,3
308,BFS1,bf4,1
308,BFS1,bf5,5
308,BFS1,bf6,5
308,BFS1,bf7,5
308,BFS1,bf8,1
308,BFS1,bf9,5
308,BFS1,bf10,4
308,BFS1,bf11,5
308,BFS3,bf23,1
308,BFS3,bf24,5
308,BFS3,bf25,3
308,BFS3,bf26,5
308,BFS3,bf27,4
308,BFS3,bf28,5
308,BFS3,bf29,4
308,BFS3,bf30,5
308,BFS3,bf31,1
308,BFS3,bf32,5
308,BFS3,bf33,5
308,BFS2,bf12,1
308,BFS2,bf13,3
308,BFS2,bf14,3
308,BFS2,bf15,5
308,BFS2,bf16,3
308,BFS2,bf17,5
308,BFS2,bf18,1
308,BFS2,bf19,1
308,BFS2,bf20,5
308,BFS2,bf21,3
308,BFS2,bf22,5
308,BFS4,bf34,4
308,BFS4,bf35,4
308,BFS4,bf36,5
308,BFS4,bf37,1
308,BFS4,bf38,5
308,BFS4,bf39,2
308,BFS4,bf40,5
308,BFS4,bf41,5
308,BFS4,bf42,5
308,BFS4,bf43,2
308,BFS4,bf44,5
308,BFS4,o1,1
309,BO1,bo1,yes
309,BO1,bo2,yes
309,BO1,bo3,yes
309,BO1,bo4,yes
309,BO1,bo5,no
309,BO1,bo6,
309,BO1,bo7,2
309,BO1,bo8,
309,BO2,bo20,2
309,BO2,bo21,3
309,BO2,bo22,2
309,BO2,bo23,2
309,BO2,bo24,9
309,BO2,bo25,yes
309,BO2,bo26,no
309,BO2,bo27,yes
309,BFS1,bf1,4
309,BFS1,bf2,1
309,BFS1,bf3,5
309,BFS1,bf4,1
309,BFS1,bf5,5
309,BFS1,bf6,3
309,BFS1,bf7,5
309,BFS1,bf8,1
309,BFS1,bf9,5
309,BFS1,bf10,5
309,BFS1,bf11,5
309,BFS3,bf23,1
309,BFS3,bf24,5
309,BFS3,bf25,5
309,BFS3,bf26,5
309,BFS3,bf27,1
309,BFS3,bf28,3
309,BFS3,bf29,4
309,BFS3,bf30,5
309,BFS3,bf31,4
309,BFS3,bf32,5
309,BFS3,bf33,5
309,BFS2,bf12,1
309,BFS2,bf13,5
309,BFS2,bf14,1
309,BFS2,bf15,5
309,BFS2,bf16,5
309,BFS2,bf17,5
309,BFS2,bf18,1
309,BFS2,bf19,1
309,BFS2,bf20,5
309,BFS2,bf21,2
309,BFS2,bf22,5
309,BFS4,bf34,5
309,BFS4,bf35,5
309,BFS4,bf36,4
309,BFS4,bf37,1
309,BFS4,bf38,5
309,BFS4,bf39,2
309,BFS4,bf40,5
309,BFS4,bf41,1
309,BFS4,bf42,5
309,BFS4,bf43,1
309,BFS4,bf44,3
309,BFS4,o1,1
310,BO1,bo1,yes
310,BO1,bo2,yes
310,BO1,bo3,no
310,BO1,bo4,no
310,BO1,bo5,no
310,BO1,bo6,
310,BO1,bo7,2
310,BO1,bo8,
310,BO2,bo20,2
310,BO2,bo21,2
310,BO2,bo22,2
310,BO2,bo23,2
310,BO2,bo24,0
310,BO2,bo25,no
310,BO2,bo26,yes
310,BO2,bo27,no
310,BFS1,bf1,4
310,BFS1,bf2,1
310,BFS1,bf3,3
310,BFS1,bf4,2
310,BFS1,bf5,5
310,BFS1,bf6,3
310,BFS1,bf7,5
310,BFS1,bf8,1
310,BFS1,bf9,5
310,BFS1,bf10,5
310,BFS1,bf11,5
310,BFS3,bf23,1
310,BFS3,bf24,5
310,BFS3,bf25,5
310,BFS3,bf26,5
310,BFS3,bf27,3
310,BFS3,bf28,5
310,BFS3,bf29,5
310,BFS3,bf30,5
310,BFS3,bf31,1
310,BFS3,bf32,5
310,BFS3,bf33,5
310,BFS2,bf12,1
310,BFS2,bf13,5
310,BFS2,bf14,4
310,BFS2,bf15,4
310,BFS2,bf16,5
310,BFS2,bf17,5
310,BFS2,bf18,1
310,BFS2,bf19,1
310,BFS2,bf20,5
310,BFS2,bf21,4
310,BFS2,bf22,5
310,BFS4,bf34,4
310,BFS4,bf35,5
310,BFS4,bf36,5
310,BFS4,bf37,1
310,BFS4,bf38,5
310,BFS4,bf39,4
310,BFS4,bf40,5
310,BFS4,bf41,1
310,BFS4,bf42,5
310,BFS4,bf43,1
310,BFS4,bf44,5
310,BFS4,o1,1
311,BO1,bo1,yes
311,BO1,bo2,yes
311,BO1,bo3,no
311,BO1,bo4,no
311,BO1,bo5,no
311,BO1,bo6,
311,BO1,bo7,3
311,BO1,bo8,
311,BO2,bo20,2
311,BO2,bo21,3
311,BO2,bo22,1
311,BO2,bo23,2
311,BO2,bo24,6
311,BO2,bo25,yes
311,BO2,bo26,no
311,BO2,bo27,yes
311,BFS1,bf1,2
311,BFS1,bf2,1
311,BFS1,bf3,4
311,BFS1,bf4,2
311,BFS1,bf5,5
311,BFS1,bf6,3
311,BFS1,bf7,5
311,BFS1,bf8,1
311,BFS1,bf9,5
311,BFS1,bf10,4
311,BFS1,bf11,5
311,BFS3,bf23,1
311,BFS3,bf24,5
311,BFS3,bf25,5
311,BFS3,bf26,4
311,BFS3,bf27,1
311,BFS3,bf28,5
311,BFS3,bf29,1
311,BFS3,bf30,5
311,BFS3,bf31,4
311,BFS3,bf32,5
311,BFS3,bf33,5
311,BFS2,bf12,1
311,BFS2,bf13,5
311,BFS2,bf14,4
311,BFS2,bf15,5
311,BFS2,bf16,4
311,BFS2,bf17,5
311,BFS2,bf18,1
311,BFS2,bf19,3
311,BFS2,bf20,5
311,BFS2,bf21,4
311,BFS2,bf22,5
311,BFS4,bf34,4
311,BFS4,bf35,5
311,BFS4,bf36,5
311,BFS4,bf37,1
311,BFS4,bf38,5
311,BFS4,bf39,2
311,BFS4,bf40,5
311,BFS4,bf41,3
311,BFS4,bf42,5
311,BFS4,bf43,2
311,BFS4,bf44,4
311,BFS4,o1,2
312,BO1,bo1,yes
312,BO1,bo2,yes
312,BO1,bo3,yes
312,BO1,bo4,yes
312,BO1,bo5,no
312,BO1,bo6,
312,BO1,bo7,2
312,BO1,bo8,
312,BO2,bo20,2
312,BO2,bo21,3
312,BO2,bo22,2
312,BO2,bo23,2
312,BO2,bo24,10
312,BO2,bo25,yes
312,BO2,bo26,no
312,BO2,bo27,yes
312,BFS1,bf1,4
312,BFS1,bf2,2
312,BFS1,bf3,5
312,BFS1,bf4,4
312,BFS1,bf5,5
312,BFS1,bf6,5
312,BFS1,bf7,5
312,BFS1,bf8,5
312,BFS1,bf9,5
312,BFS1,bf10,5
312,BFS1,bf11,5
312,BFS3,bf23,1
312,BFS3,bf24,5
312,BFS3,bf25,5
312,BFS3,bf26,5
312,BFS3,bf27,4
312,BFS3,bf28,5
312,BFS3,bf29,4
312,BFS3,bf30,5
312,BFS3,bf31,1
312,BFS3,bf32,4
312,BFS3,bf33,5
312,BFS2,bf12,1
312,BFS2,bf13,5
312,BFS2,bf14,4
312,BFS2,bf15,5
312,BFS2,bf16,5
312,BFS2,bf17,5
312,BFS2,bf18,1
312,BFS2,bf19,4
312,BFS2,bf20,5
312,BFS2,bf21,4
312,BFS2,bf22,5
312,BFS4,bf34,5
312,BFS4,bf35,5
312,BFS4,bf36,5
312,BFS4,bf37,1
312,BFS4,bf38,5
312,BFS4,bf39,4
312,BFS4,bf40,5
312,BFS4,bf41,4
312,BFS4,bf42,5
312,BFS4,bf43,4
312,BFS4,bf44,4
312,BFS4,o1,3
313,BO1,bo1,no
313,BO1,bo2,no
313,BO1,bo3,no
313,BO1,bo4,no
313,BO1,bo5,no
313,BO1,bo6,
313,BO1,bo7,2
313,BO1,bo8,
313,BO2,bo20,2
313,BO2,bo21,3
313,BO2,bo22,2
313,BO2,bo23,2
313,BO2,bo24,5
313,BO2,bo25,yes
313,BO2,bo26,no
313,BO2,bo27,no
313,BFS1,bf1,5
313,BFS1,bf2,5
313,BFS1,bf3,5
313,BFS1,bf4,1
313,BFS1,bf5,5
313,BFS1,bf6,1
313,BFS1,bf7,5
313,BFS1,bf8,1
313,BFS1,bf9,5
313,BFS1,bf10,5
313,BFS1,bf11,5
313,BFS3,bf23,1
313,BFS3,bf24,5
313,BFS3,bf25,5
313,BFS3,bf26,5
313,BFS3,bf27,1
313,BFS3,bf28,5
313,BFS3,bf29,2
313,BFS3,bf30,5
313,BFS3,bf31,1
313,BFS3,bf32,5
313,BFS3,bf33,5
313,BFS2,bf12,1
313,BFS2,bf13,5
313,BFS2,bf14,1
313,BFS2,bf15,5
313,BFS2,bf16,5
313,BFS2,bf17,5
313,BFS2,bf18,1
313,BFS2,bf19,1
313,BFS2,bf20,5
313,BFS2,bf21,1
313,BFS2,bf22,5
313,BFS4,bf34,5
313,BFS4,bf35,4
313,BFS4,bf36,5
313,BFS4,bf37,1
313,BFS4,bf38,5
313,BFS4,bf39,1
313,BFS4,bf40,5
313,BFS4,bf41,1
313,BFS4,bf42,5
313,BFS4,bf43,1
313,BFS4,bf44,5
313,BFS4,o1,1
314,BO1,bo1,no
314,BO1,bo2,yes
314,BO1,bo3,no
314,BO1,bo4,no
314,BO1,bo5,no
314,BO1,bo6,
314,BO1,bo7,3
314,BO1,bo8,
314,BO2,bo20,2
314,BO2,bo21,3
314,BO2,bo22,3
314,BO2,bo23,2
314,BO2,bo24,5
314,BO2,bo25,no
314,BO2,bo26,no
314,BO2,bo27,no
314,BFS1,bf1,3
314,BFS1,bf2,1
314,BFS1,bf3,3
314,BFS1,bf4,4
314,BFS1,bf5,4
314,BFS1,bf6,1
314,BFS1,bf7,5
314,BFS1,bf8,2
314,BFS1,bf9,4
314,BFS1,bf10,5
314,BFS1,bf11,4
314,BFS3,bf23,1
314,BFS3,bf24,5
314,BFS3,bf25,4
314,BFS3,bf26,4
314,BFS3,bf27,4
314,BFS3,bf28,4
314,BFS3,bf29,3
314,BFS3,bf30,5
314,BFS3,bf31,2
314,BFS3,bf32,4
314,BFS3,bf33,5
314,BFS2,bf12,1
314,BFS2,bf13,5
314,BFS2,bf14,4
314,BFS2,bf15,5
314,BFS2,bf16,3
314,BFS2,bf17,4
314,BFS2,bf18,1
314,BFS2,bf19,4
314,BFS2,bf20,4
314,BFS2,bf21,4
314,BFS2,bf22,4
314,BFS4,bf34,2
314,BFS4,bf35,5
314,BFS4,bf36,5
314,BFS4,bf37,5
314,BFS4,bf38,5
314,BFS4,bf39,2
314,BFS4,bf40,4
314,BFS4,bf41,4
314,BFS4,bf42,5
314,BFS4,bf43,2
314,BFS4,bf44,5
314,BFS4,o1,1
315,BO1,bo1,yes
315,BO1,bo2,yes
315,BO1,bo3,no
315,BO1,bo4,no
315,BO1,bo5,no
315,BO1,bo6,
315,BO1,bo7,3
315,BO1,bo8,
315,BO2,bo20,2
315,BO2,bo21,3
315,BO2,bo22,2
315,BO2,bo23,2
315,BO2,bo24,9
315,BO2,bo25,yes
315,BO2,bo26,no
315,BO2,bo27,yes
315,BFS1,bf1,5
315,BFS1,bf2,4
315,BFS1,bf3,5
315,BFS1,bf4,1
315,BFS1,bf5,5
315,BFS1,bf6,4
315,BFS1,bf7,5
315,BFS1,bf8,1
315,BFS1,bf9,5
315,BFS1,bf10,5
315,BFS1,bf11,5
315,BFS3,bf23,1
315,BFS3,bf24,4
315,BFS3,bf25,5
315,BFS3,bf26,4
315,BFS3,bf27,4
315,BFS3,bf28,5
315,BFS3,bf29,1
315,BFS3,bf30,4
315,BFS3,bf31,4
315,BFS3,bf32,5
315,BFS3,bf33,5
315,BFS2,bf12,1
315,BFS2,bf13,5
315,BFS2,bf14,3
315,BFS2,bf15,5
315,BFS2,bf16,4
315,BFS2,bf17,5
315,BFS2,bf18,1
315,BFS2,bf19,5
315,BFS2,bf20,5
315,BFS2,bf21,1
315,BFS2,bf22,5
315,BFS4,bf34,4
315,BFS4,bf35,5
315,BFS4,bf36,5
315,BFS4,bf37,1
315,BFS4,bf38,5
315,BFS4,bf39,4
315,BFS4,bf40,5
315,BFS4,bf41,4
315,BFS4,bf42,5
315,BFS4,bf43,4
315,BFS4,bf44,4
315,BFS4,o1,4
316,BO1,bo1,no
316,BO1,bo2,no
316,BO1,bo3,no
316,BO1,bo4,no
316,BO1,bo5,no
316,BO1,bo6,
316,BO1,bo7,2
316,BO1,bo8,
316,BO2,bo20,1
316,BO2,bo21,3
316,BO2,bo22,2
316,BO2,bo23,2
316,BO2,bo24,6
316,BO2,bo25,yes
316,BO2,bo26,no
316,BO2,bo27,no
316,BFS1,bf1,2
316,BFS1,bf2,4
316,BFS1,bf3,4
316,BFS1,bf4,2
316,BFS1,bf5,4
316,BFS1,bf6,5
316,BFS1,bf7,5
316,BFS1,bf8,2
316,BFS1,bf9,2
316,BFS1,bf10,5
316,BFS1,bf11,4
316,BFS3,bf23,1
316,BFS3,bf24,5
316,BFS3,bf25,5
316,BFS3,bf26,5
316,BFS3,bf27,4
316,BFS3,bf28,5
316,BFS3,bf29,4
316,BFS3,bf30,4
316,BFS3,bf31,2
316,BFS3,bf32,4
316,BFS3,bf33,4
316,BFS2,bf12,1
316,BFS2,bf13,5
316,BFS2,bf14,2
316,BFS2,bf15,4
316,BFS2,bf16,4
316,BFS2,bf17,5
316,BFS2,bf18,1
316,BFS2,bf19,1
316,BFS2,bf20,4
316,BFS2,bf21,4
316,BFS2,bf22,4
316,BFS4,bf34,4
316,BFS4,bf35,4
316,BFS4,bf36,4
316,BFS4,bf37,2
316,BFS4,bf38,5
316,BFS4,bf39,1
316,BFS4,bf40,5
316,BFS4,bf41,2
316,BFS4,bf42,5
316,BFS4,bf43,2
316,BFS4,bf44,4
316,BFS4,o1,4
317,BO1,bo1,no
317,BO1,bo2,no
317,BO1,bo3,no
317,BO1,bo4,no
317,BO1,bo5,no
317,BO1,bo6,
317,BO1,bo7,2
317,BO1,bo8,
317,BO2,bo20,1
317,BO2,bo21,3
317,BO2,bo22,2
317,BO2,bo23,2
317,BO2,bo24,10
317,BO2,bo25,yes
317,BO2,bo26,no
317,BO2,bo27,no
317,BFS1,bf1,4
317,BFS1,bf2,1
317,BFS1,bf3,2
317,BFS1,bf4,2
317,BFS1,bf5,5
317,BFS1,bf6,4
317,BFS1,bf7,5
317,BFS1,bf8,2
317,BFS1,bf9,2
317,BFS1,bf10,4
317,BFS1,bf11,4
317,BFS3,bf23,1
317,BFS3,bf24,4
317,BFS3,bf25,4
317,BFS3,bf26,2
317,BFS3,bf27,2
317,BFS3,bf28,2
317,BFS3,bf29,4
317,BFS3,bf30,5
317,BFS3,bf31,4
317,BFS3,bf32,5
317,BFS3,bf33,4
317,BFS2,bf12,1
317,BFS2,bf13,4
317,BFS2,bf14,3
317,BFS2,bf15,4
317,BFS2,bf16,4
317,BFS2,bf17,3
317,BFS2,bf18,4
317,BFS2,bf19,1
317,BFS2,bf20,4
317,BFS2,bf21,1
317,BFS2,bf22,5
317,BFS4,bf34,2
317,BFS4,bf35,2
317,BFS4,bf36,4
317,BFS4,bf37,1
317,BFS4,bf38,4
317,BFS4,bf39,2
317,BFS4,bf40,4
317,BFS4,bf41,2
317,BFS4,bf42,5
317,BFS4,bf43,2
317,BFS4,bf44,4
317,BFS4,o1,2
318,BO1,bo1,no
318,BO1,bo2,yes
318,BO1,bo3,no
318,BO1,bo4,yes
318,BO1,bo5,no
318,BO1,bo6,
318,BO1,bo7,2
318,BO1,bo8,
318,BO2,bo20,2
318,BO2,bo21,3
318,BO2,bo22,2
318,BO2,bo23,2
318,BO2,bo24,8
318,BO2,bo25,yes
318,BO2,bo26,no
318,BO2,bo27,yes
318,BFS1,bf1,4
318,BFS1,bf2,1
318,BFS1,bf3,5
318,BFS1,bf4,1
318,BFS1,bf5,5
318,BFS1,bf6,4
318,BFS1,bf7,5
318,BFS1,bf8,4
318,BFS1,bf9,4
318,BFS1,bf10,5
318,BFS1,bf11,4
318,BFS3,bf23,1
318,BFS3,bf24,5
318,BFS3,bf25,5
318,BFS3,bf26,4
318,BFS3,bf27,3
318,BFS3,bf28,4
318,BFS3,bf29,4
318,BFS3,bf30,5
318,BFS3,bf31,4
318,BFS3,bf32,5
318,BFS3,bf33,5
318,BFS2,bf12,1
318,BFS2,bf13,5
318,BFS2,bf14,4
318,BFS2,bf15,5
318,BFS2,bf16,4
318,BFS2,bf17,5
318,BFS2,bf18,1
318,BFS2,bf19,1
318,BFS2,bf20,5
318,BFS2,bf21,4
318,BFS2,bf22,5
318,BFS4,bf34,4
318,BFS4,bf35,4
318,BFS4,bf36,5
318,BFS4,bf37,4
318,BFS4,bf38,5
318,BFS4,bf39,1
318,BFS4,bf40,5
318,BFS4,bf41,4
318,BFS4,bf42,5
318,BFS4,bf43,1
318,BFS4,bf44,4
318,BFS4,o1,4
320,BO1,bo1,yes
320,BO1,bo2,yes
320,BO1,bo3,no
320,BO1,bo4,yes
320,BO1,bo5,no
320,BO1,bo6,
320,BO1,bo7,3
320,BO1,bo8,
320,BO2,bo20,3
320,BO2,bo21,3
320,BO2,bo22,2
320,BO2,bo23,2
320,BO2,bo24,9
320,BO2,bo25,yes
320,BO2,bo26,no
320,BO2,bo27,yes
320,BFS1,bf1,2
320,BFS1,bf2,3
320,BFS1,bf3,5
320,BFS1,bf4,4
320,BFS1,bf5,5
320,BFS1,bf6,4
320,BFS1,bf7,5
320,BFS1,bf8,1
320,BFS1,bf9,4
320,BFS1,bf10,4
320,BFS1,bf11,5
320,BFS3,bf23,1
320,BFS3,bf24,5
320,BFS3,bf25,3
320,BFS3,bf26,4
320,BFS3,bf27,2
320,BFS3,bf28,5
320,BFS3,bf29,4
320,BFS3,bf30,5
320,BFS3,bf31,4
320,BFS3,bf32,4
320,BFS3,bf33,5
320,BFS2,bf12,1
320,BFS2,bf13,5
320,BFS2,bf14,4
320,BFS2,bf15,5
320,BFS2,bf16,5
320,BFS2,bf17,5
320,BFS2,bf18,2
320,BFS2,bf19,2
320,BFS2,bf20,5
320,BFS2,bf21,4
320,BFS2,bf22,5
320,BFS4,bf34,3
320,BFS4,bf35,5
320,BFS4,bf36,4
320,BFS4,bf37,1
320,BFS4,bf38,5
320,BFS4,bf39,2
320,BFS4,bf40,5
320,BFS4,bf41,4
320,BFS4,bf42,5
320,BFS4,bf43,2
320,BFS4,bf44,4
320,BFS4,o1,4
322,BO1,bo1,no
322,BO1,bo2,yes
322,BO1,bo3,no
322,BO1,bo4,yes
322,BO1,bo5,no
322,BO1,bo6,
322,BO1,bo7,4
322,BO1,bo8,Build a nice house
322,BO2,bo20,2
322,BO2,bo21,3
322,BO2,bo22,2
322,BO2,bo23,2
322,BO2,bo24,7
322,BO2,bo25,no
322,BO2,bo26,yes
322,BO2,bo27,yes
322,BFS1,bf1,4
322,BFS1,bf2,1
322,BFS1,bf3,4
322,BFS1,bf4,2
322,BFS1,bf5,5
322,BFS1,bf6,4
322,BFS1,bf7,5
322,BFS1,bf8,1
322,BFS1,bf9,5
322,BFS1,bf10,5
322,BFS1,bf11,5
322,BFS3,bf23,1
322,BFS3,bf24,4
322,BFS3,bf25,4
322,BFS3,bf26,3
322,BFS3,bf27,2
322,BFS3,bf28,5
322,BFS3,bf29,2
322,BFS3,bf30,5
322,BFS3,bf31,5
322,BFS3,bf32,5
322,BFS3,bf33,5
322,BFS2,bf12,1
322,BFS2,bf13,5
322,BFS2,bf14,2
322,BFS2,bf15,4
322,BFS2,bf16,5
322,BFS2,bf17,5
322,BFS2,bf18,2
322,BFS2,bf19,5
322,BFS2,bf20,5
322,BFS2,bf21,4
322,BFS2,bf22,5
322,BFS4,bf34,4
322,BFS4,bf35,5
322,BFS4,bf36,4
322,BFS4,bf37,1
322,BFS4,bf38,4
322,BFS4,bf39,3
322,BFS4,bf40,4
322,BFS4,bf41,1
322,BFS4,bf42,4
322,BFS4,bf43,2
322,BFS4,bf44,5
322,BFS4,o1,3
323,BO1,bo1,no
323,BO1,bo2,yes
323,BO1,bo3,no
323,BO1,bo4,yes
323,BO1,bo5,no
323,BO1,bo6,
323,BO1,bo7,2
323,BO1,bo8,
323,BO2,bo20,2
323,BO2,bo21,1
323,BO2,bo22,1
323,BO2,bo23,1
323,BO2,bo24,10
323,BO2,bo25,no
323,BO2,bo26,yes
323,BO2,bo27,yes
323,BFS1,bf1,3
323,BFS1,bf2,4
323,BFS1,bf3,5
323,BFS1,bf4,3
323,BFS1,bf5,5
323,BFS1,bf6,4
323,BFS1,bf7,5
323,BFS1,bf8,2
323,BFS1,bf9,5
323,BFS1,bf10,5
323,BFS1,bf11,4
323,BFS3,bf23,1
323,BFS3,bf24,4
323,BFS3,bf25,3
323,BFS3,bf26,2
323,BFS3,bf27,2
323,BFS3,bf28,3
323,BFS3,bf29,4
323,BFS3,bf30,5
323,BFS3,bf31,3
323,BFS3,bf32,4
323,BFS3,bf33,5
323,BFS2,bf12,1
323,BFS2,bf13,5
323,BFS2,bf14,4
323,BFS2,bf15,5
323,BFS2,bf16,4
323,BFS2,bf17,5
323,BFS2,bf18,4
323,BFS2,bf19,5
323,BFS2,bf20,3
323,BFS2,bf21,3
323,BFS2,bf22,5
323,BFS4,bf34,4
323,BFS4,bf35,5
323,BFS4,bf36,5
323,BFS4,bf37,5
323,BFS4,bf38,5
323,BFS4,bf39,5
323,BFS4,bf40,4
323,BFS4,bf41,5
323,BFS4,bf42,5
323,BFS4,bf43,4
323,BFS4,bf44,4
323,BFS4,o1,5
324,BO1,bo1,no
324,BO1,bo2,no
324,BO1,bo3,no
324,BO1,bo4,no
324,BO1,bo5,no
324,BO1,bo6,
324,BO1,bo7,2
324,BO1,bo8,
324,BO2,bo20,2
324,BO2,bo21,3
324,BO2,bo22,2
324,BO2,bo23,2
324,BO2,bo24,5
324,BO2,bo25,yes
324,BO2,bo26,yes
324,BO2,bo27,yes
324,BFS1,bf1,1
324,BFS1,bf2,3
324,BFS1,bf3,5
324,BFS1,bf4,3
324,BFS1,bf5,5
324,BFS1,bf6,4
324,BFS1,bf7,5
324,BFS1,bf8,3
324,BFS1,bf9,2
324,BFS1,bf10,5
324,BFS1,bf11,5
324,BFS3,bf23,1
324,BFS3,bf24,5
324,BFS3,bf25,5
324,BFS3,bf26,4
324,BFS3,bf27,3
324,BFS3,bf28,4
324,BFS3,bf29,4
324,BFS3,bf30,4
324,BFS3,bf31,4
324,BFS3,bf32,5
324,BFS3,bf33,5
324,BFS2,bf12,1
324,BFS2,bf13,5
324,BFS2,bf14,3
324,BFS2,bf15,5
324,BFS2,bf16,5
324,BFS2,bf17,5
324,BFS2,bf18,1
324,BFS2,bf19,2
324,BFS2,bf20,4
324,BFS2,bf21,5
324,BFS2,bf22,5
324,BFS4,bf34,3
324,BFS4,bf35,5
324,BFS4,bf36,4
324,BFS4,bf37,3
324,BFS4,bf38,5
324,BFS4,bf39,1
324,BFS4,bf40,5
324,BFS4,bf41,5
324,BFS4,bf42,5
324,BFS4,bf43,2
324,BFS4,bf44,4
324,BFS4,o1,5
326,BO1,bo1,yes
326,BO1,bo2,yes
326,BO1,bo3,no
326,BO1,bo4,no
326,BO1,bo5,no
326,BO1,bo6,
326,BO1,bo7,4
326,BO1,bo1,yes
326,BO1,bo2,yes
326,BO1,bo3,no
326,BO1,bo4,no
326,BO1,bo5,no
326,BO1,bo6,
326,BO1,bo7,4
326,BO1,bo1,yes
326,BO1,bo2,yes
326,BO1,bo3,no
326,BO1,bo4,no
326,BO1,bo5,no
326,BO1,bo6,
326,BO1,bo7,3
326,BO1,bo8,
326,BO2,bo20,3
326,BO2,bo21,2
326,BO2,bo22,2
326,BO2,bo23,2
326,BO2,bo24,9
326,BO2,bo25,no
326,BO2,bo26,no
326,BO2,bo27,yes
326,BFS1,bf1,4
326,BFS1,bf2,4
326,BFS1,bf3,2
326,BFS1,bf4,2
326,BFS1,bf5,4
326,BFS1,bf6,1
326,BFS1,bf7,5
326,BFS1,bf8,4
326,BFS1,bf9,1
326,BFS1,bf10,5
326,BFS1,bf11,4
326,BFS3,bf23,3
326,BFS3,bf24,1
326,BFS3,bf25,3
